역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
0329,청라언덕(신남),S2703,대구 도시철도 3호선,"Cheongna Hill
(sinnam)","靑蘿坡
(新南)",환승역,S0329+S0229,대구도시철도3호선+대구도시철도2호선,35.86419437,128.5823758,대구교통공사, 중구 남산로 80(남산동),053-640-7521,2025-03-31
1014,청량리역,I4102,경원선,Cheongnyangni,淸凉里,환승역,"S1101, I41K2, I4105","1호선, 경춘선, 분당선",37.580543,127.048077,한국철도공사,서울시 동대문구 왕산로 214,1588-7788,2025-04-08
1014,청량리역,I4108,경의중앙선,Cheongnyangni,淸凉里,환승역,"S1101, I41K4, I4105","1호선, 경의중앙선, 분당선",37.580043,127.047588,한국철도공사,서울시 동대문구 왕산로 214,1588-7788,2025-04-08
0124,청량리(서울시립대입구),I4101,1호선,Cheongnyangni (University of Seoul),淸凉里(서울市立大入口),환승역,I41K1+I41K2+I41K4,수도권  광역철도 분당+수도권  광역철도 경춘+수도권  광역철도 경의중앙,37.580148,127.045063,서울교통공사,서울특별시 동대문구 왕산로 지하205(전농동),02-6110-1241,2024-12-31
1867,청명역,I4105,분당선,Cheongmyeong,淸 明,일반역,,,37.259485,127.078945,한국철도공사,경기도 수원시 영통구 봉영로 지하 1670,1588-7788,2025-04-08
1917,청산역,I4102,경원선,Cheongsan,靑山,일반역,,,37.995138,127.074097,한국철도공사,경기도 연천군 청산면 초성리 170-1,1588-7788,2025-04-08
1321,청평역,I41K2,경춘선,Cheongpyeong,淸 平,일반역,,,37.735484,127.426541,한국철도공사,경기도 가평군 청평면 청평역로 97-33(청평리 125-1),1588-7788,2025-04-08
0316,체육공원,S2603,부산 도시철도 3호선,Sports Park,體育公園,일반역,,,35.21261,128.96894,부산광역시 부산교통공사,부산광역시 강서구 낙동북로 371,051-678-6316,2022-11-30
Y115,초당,L41E1,에버라인,Chodang,草堂,일반역,L41E1,수도권  경량도시철도 에버라인,37.26080647,127.1594692,경기도 용인경전철,경기도 용인시 기흥구 동백죽전대로 204,031-329-3546,2025-03-25
0114,초량,S2601,부산 도시철도 1호선,Choryang,草梁,일반역,,,35.12111,129.04296,부산광역시 부산교통공사,부산광역시 동구 중앙대로 지하 264,051-678-6114,2022-11-30
1505,초월역,I41K5,경강선,Chowol,草月,일반역,,,37.373389,127.299996,한국철도공사,경기도 광주시 초월읍 경충대로 1066,1588-7788,2025-04-08
1758,초지역,I4103,안산과천선,Choji,草芝,환승역,"I28K1, I41WS","수인선, 서해선",37.320583,126.806151,한국철도공사,경기도 안산시 단원구 중앙대로 620,1588-7788,2025-04-08
1758,초지역,I28K1,수인선,Choji,草芝,환승역,"I4103, I41WS","안산과천선, 서해선",37.320583,126.806151,한국철도공사,경기도 안산시 단원구 중앙대로 620,1588-7788,2025-04-08
4813,초지역,I41WS,서해선,Choji,草芝,환승역,"I28K1, I4103","수인선, 안산과천선",37.320083,126.808051,한국철도공사,경기도 안산시 단원구 중앙대로 620,1588-7788,2025-04-08
0432,총신대입구(이수),I1104,4호선,Chongshin Univ. (Isu),總神大入口(梨水),환승역,S1107,수도권  도시철도 7호선,37.487521,126.982309,서울교통공사,서울특별시 동작구 동작대로 지하117(사당동),02-6110-4321,2024-12-31
0736,총신대입구(이수),S1107,7호선,Isu,總神大入口(梨水),환승역,I1104,수도권  광역철도 4호선,37.485258,126.981766,서울교통공사,서울특별시 동작구 사당로 지하310(사당동),02-6311-7361,2024-12-31
3755,춘의,S1107,도시철도 7호선,Chunui,春衣,일반역,,,37.50365,126.787069,인천교통공사,경기도 부천시 원미구 길주로 지하 406 (춘의동),032-451-1323,2022-04-30
1329,춘천역,I41K2,경춘선,Chuncheon,春 川,일반역,,,37.884391,127.716603,한국철도공사,강원도 춘천시 평화로 1(근화동 190),1588-7788,2025-04-08
0405,충렬사,L2604,부산 경량도시철도 4호선,Chungnyeolsa,忠烈祠,일반역,,,35.19986,129.09764,부산광역시 부산교통공사,부산광역시 동래구 반송로 지하 205,051-678-6405,2022-11-30
0331,충무로,I1103,3호선,Chungmuro,忠武路,환승역,I1104,수도권  광역철도 4호선,37.561382,126.994173,서울교통공사,서울특별시 중구 퇴계로 지하214(필동2가),02-6110-4231,2024-12-31
0423,충무로,I1104,4호선,Chungmuro,忠武路,환승역,I1103,수도권  광역철도 3호선,37.561352,126.994573,서울교통공사,서울특별시 중구 퇴계로 지하214(필동2가),02-6110-4231,2024-12-31
0243,충정로(경기대입구),S1102,2호선,Chungjeongno (Kyonggi Univ.),忠正路(京畿大入口),환승역,S1105,수도권  도시철도 5호선,37.559742,126.964455,서울교통공사,서울특별시 서대문구 서소문로 지하17(충정로3가),02-6110-2431,2024-12-31
0531,충정로(경기대입구),S1105,5호선,Chungjeongno (Kyonggi Univ.),忠正路(京畿大入口),환승역,S1102,수도권  도시철도 2호선,37.560061,126.962783,서울교통공사,서울특별시 서대문구 충정로 지하 28-1(충정로3가),02-6311-5311,2024-12-31
0312,칠곡경대병원,S2703,대구 도시철도 3호선,"Chilgok Kyungpook 
Nat‘l Univ. Medical Center",漆谷慶大病院,일반역,,,35.95838748,128.5598908,대구교통공사, 북구 팔거천동로 386(동호동),053-640-7381,2025-03-31
0316,칠곡운암,S2703,대구 도시철도 3호선,Chilgok·Unam,漆谷雲岩,일반역,,,35.93145534,128.5545305,대구교통공사, 북구 팔거천동로 79(구암동),053-640-7381,2025-03-31
0133,칠성시장,S2701,대구 도시철도 1호선,Chilseong Market,七星市場,일반역,,,35.876159,128.604885,대구교통공사,북구 칠성남로 지하222 (칠성동),053-427-7751,2025-03-31
3133,캠퍼스타운,S2801,인천지하철 1호선,Campus Town,-,일반역,-,-,37.388209,126.661985,인천교통공사,인천광역시 연수구 송도국제대로 66,032-451-3183,2022-04-30
0110,탄방,S3001,대전 도시철도 1호선,Tanbang,炭坊,일반역,,,36.34544,127.384603,대전교통공사,대전광역시 서구 문정로48번길 지하 19(탄방동),042-539-3610,2022-05-09
1276,탄현역,I4108,경의중앙선,Tanhyeon,炭 峴,일반역,,,37.694114,126.761075,한국철도공사,경기도 고양시 일산서구 경의로 856(덕이동),1588-7788,2025-04-08
U125,탑석,L41U1,의정부,Tapseok,塔石,일반역,,,37.73355362,127.0889064,의정부경량전철㈜,경기도 의정부시 충의로 20,031-820-1000,2023-09-04
1404,탕정역,I4401,장항선,Tangjeong,湯井,일반역,,,36.788272,127.084446,한국철도공사,충청남도 아산시 탕정면 매곡중앙6로 11,1588-7788,2025-04-08
0645,태릉입구,S1106,6호선,Taereung,泰陵入口,환승역,S1107,수도권  도시철도 7호선,37.617319,127.074741,서울교통공사,서울특별시 노원구 동일로 지하 992-1(공릉동),02-6311-7171,2024-12-31
0717,태릉입구,S1107,7호선,Taereung,泰陵入口,환승역,S1106,수도권  도시철도 6호선,37.618519,127.075361,서울교통공사,서울특별시 노원구 동일로 지하 992-1(공릉동),02-6311-7171,2024-12-31
0318,태전,S2703,대구 도시철도 3호선,Taejeon,太田,일반역,,,35.9196172,128.547388,대구교통공사, 북구 칠곡중앙대로 262(태전동),053-640-7431,2025-03-31
1852,태평역,I4105,분당선,Taepyeong,太 平,일반역,,,37.439842,127.127746,한국철도공사,경기도 성남시 수정구 성남대로 지하 1229번지,1588-7788,2025-04-08
8023,태화강역,I26K6,동해선,Taehwagang,太和江,일반역,,,35.538669,129.353269,한국철도공사,울산광역시 남구 산업로 654,1588-7788,2025-04-08
3134,테크노파크,S2801,인천지하철 1호선,Technopark,-,일반역,-,-,37.382311,126.656355,인천교통공사,인천광역시 연수구 송도국제대로 150,032-451-3184,2022-04-30
0109,토성,S2601,부산 도시철도 1호선,Toseong,土城,일반역,,,35.10083,129.01972,부산광역시 부산교통공사,부산광역시 서구 구덕로 지하 170,051-678-6109,2022-11-30
1314,퇴계원역,I41K2,경춘선,Toegyewon,退溪院,일반역,,,37.648316,127.143858,한국철도공사,경기도 남양주시 퇴계원면 경춘북로 545(퇴계원리 218-8),1588-7788,2025-04-08
104,파라다이스시티역,S28M1,자기부상철도,Paradise City Station,百乐达斯城站,일반역,,,37.437217,126.459858,인천광역시 인천국제공항공사,인천시 중구 공항로 271,032-741-8400,2023-06-01
1283,파주역,I4108,경의중앙선,Paju,坡 州,일반역,,,37.815391,126.792426,한국철도공사,경기도 파주시 파주읍 주라위길 38,1588-7788,2025-04-08
D011,판교,I11D1,신분당선,Pangyo(Pangyo Techno Valley),板橋(板橋테크노밸리),환승역,I11D1,수도권 광역철도 신분당선,37.39501475,127.1112107,경기도 신분당선,경기도 성남시 분당구 판교역로 지하 160,031)8018-7750,2025-09-30
1501,판교역,I41K5,경강선,Pangyo,板橋,환승역,I11D1,신분당선,37.394798,127.111135,한국철도공사,경기도 성남시 분당구 판교역로 160,1588-7788,2025-04-08
0101,판암,S3001,대전 도시철도 1호선,Panam,板岩,일반역,,,36.316896,127.458264,대전교통공사,대전광역시 동구 옥천로 지하162 (판암동),042-539-3601,2022-05-09
0314,팔거(국립농관원통계청),S2703,대구 도시철도 3호선,Palgeo(NAQS · KOSTAT),八莒(國立農管院統計廳),일반역,,,35.94404716,128.5583366,대구교통공사, 북구 팔거천동로 226(동천동),053-640-7381,2025-03-31
0321,팔달,S2703,대구 도시철도 3호선,Paldal,八達,일반역,,,35.89777,128.5468,대구교통공사, 북구 매천로2길 43(팔달동),053-640-7431,2025-03-31
0324,팔달시장,S2703,대구 도시철도 3호선,Paldal Market,八達市場,일반역,,,35.88883085,128.5678716,대구교통공사, 북구 팔달로 163-1(노원동3가),053-640-7521,2025-03-31
1210,팔당역,I4108,경의중앙선,Paldang,八 堂,일반역,,,37.547321,127.243896,한국철도공사,경기도 남양주시 와부읍 팔당로 107번길,1588-7788,2025-04-08
0008,평강,L48B1,부산김해경전철,Pyeonggang,平江,일반역,,,35.214105,128.950825,부산-김해경전철㈜,부산광역시 강서구 낙동북로 203,055-310-9608,2022-04-27
1317,평내호평역,I41K2,경춘선,PyeongnaeHopyeong,坪內好坪,일반역,,,37.653229,127.244452,한국철도공사,경기도 남양주시 경춘로 1375(평내동 156),1588-7788,2025-04-08
119,평동,S2901,광주도시철도 1호선,Pyeong-dong,平洞,일반역,,,35.1247,126.769586,광주교통공사,광주광역시 광산구 평동로 870(월전동),062-604-8590,2022-09-02
1456,평촌역,I4103,안산과천선,Pyeongchon,坪 村,일반역,,,37.394346,126.963881,한국철도공사,경기도 안양시 동안구 부림로 지하 123,1588-7788,2025-04-08
1724,평택역,I4101,경부선,Pyeongtaek,平 澤,일반역,,,36.990559,127.085496,한국철도공사,경기도 평택시 평택로 51,1588-7788,2025-04-08
1723,평택지제역,I4101,경부선,PyeongtaekJije,平澤芝制,일반역,,,37.018822,127.070269,한국철도공사,경기도 평택시 경기대로 777,1588-7788,2025-04-08
G107,풍무역,L41G1,김포도시철도,Pungmu,豊舞,일반역,,,37.612333,126.732583,김포골드라인에스알에스㈜,경기도 김포시 김포대로 지하 710,031-8048-1770,2024.12.18
1274,풍산역,I41WS,서해선,Pungsan,楓山,환승역,I4108,경의선,37.672173,126.786355,한국철도공사,경기도 고양시 일산동구 경의로 486(풍동),1544-7788,2024-12-31
1274,풍산역,I4108,경의중앙선,Pungsan,楓山,환승역,I41WS,서해선,37.672173,126.786355,한국철도공사,경기도 고양시 일산동구 경의로 486(풍동),1588-7788,2025-04-08
0715,하계,S1107,7호선,Hagye,下溪,일반역,,,37.636363,127.067999,서울교통공사,서울특별시 노원구 동일로 지하1196(하계동),02-6311-7151,2024-12-31
0558,하남검단산,S1105,5호선,Hanam Geomdansan,河南黔丹山,일반역,,,37.539729,127.223427,서울교통공사,경기도 하남시 대청로 지하100(창우동),02-6311-5651,2024-12-31
0557,하남시청(덕풍∙신장),S1105,5호선,Hanam City Hall (Deokpung&Sinjang),河南市廳(德豊∙新長),일반역,,,37.541723,127.206901,서울교통공사,경기도 하남시 하남대로 지하820(덕풍동),02-6311-5641,2024-12-31
0556,하남풍산,S1105,5호선,Hanam Pungsan,河南豊山,일반역,,,37.552201,127.203897,서울교통공사,경기도 하남시 덕풍서로 지하50(덕풍동),02-6311-5631,2024-12-31
0102,하단,S2601,부산 도시철도 1호선,Hadan,下端,일반역,,,35.10611,128.96667,부산광역시 부산교통공사,부산광역시 사하구 낙동남로 지하 1415,051-678-6102,2022-11-30
0149,하양(대구가톨릭대),S2701,대구 도시철도 1호선,Hayang(Daegu Catholic University),河陽(大邱加图立大),일반역,,,35.9094258,128.8175403,대구교통공사,경산시 하양읍 하양역길 3,053-857-8953,2025-03-31
0731,학동,S1107,7호선,Hakdong,鶴洞,일반역,,,37.514262,127.031738,서울교통공사,서울특별시 강남구 학동로 지하180(논현동),02-6311-7311,2024-12-31
102,학동증심사입구,S2901,광주도시철도 1호선,Hak-dong·Jeungsimsa,鶴洞ㆍ證心寺,일반역,,,35.133023,126.928382,광주교통공사,광주광역시 동구 남문로 지하 700(학동),062-604-8420,2022-09-02
0346,학여울,I1103,3호선,Hangnyeoul,鶴여울,일반역,,,37.496787,127.0708601,서울교통공사,서울특별시 강남구 남부순환로 지하3104(대치동),02-6110-3461,2024-12-31
0313,학정,S2703,대구 도시철도 3호선,Hakjeong,鶴亭,일반역,,,35.95155512,128.5591934,대구교통공사, 북구 팔거천동로 310(학정동),053-640-7381,2025-03-31
0631,한강진,S1106,6호선,Hangangjin,漢江鎭,일반역,,,37.53956,127.001729,서울교통공사,서울특별시 용산구 이태원로 지하287(한남동),02-6311-6311,2024-12-31
1268,한국항공대,I4108,경의중앙선,Korea Aerospace Univ.,韓國航空大,일반역,,,37.603102,126.868291,한국철도공사,경기도 고양시 덕양구 화랑로 53(화전동 183-10),1588-7788,2025-04-08
1010,한남역,I4102,경원선,Hannam,漢 南,일반역,,,37.529361,127.008984,한국철도공사,서울시 용산구 독서당로6길 12-13(한남동),1588-7788,2025-04-08
1755,한대앞역,I4103,안산과천선,Hanyang Univ. at Ansan,漢大앞,환승역,I28K1,수인선,37.309685,126.853656,한국철도공사,경기도 안산시 상록구 충장로 337,1588-7788,2025-04-08
1755,한대앞역,I28K1,수인선,Hangyang Univ. at Ansan,漢大앞,환승역,I4103,안산과천선,37.309985,126.853506,한국철도공사,경기도 안산시 상록구 충장로 337,1588-7788,2025-04-08
0419,한성대입구(삼선교),I1104,4호선,Hansung Univ. (Samseongyo),漢城大入口(三仙橋),일반역,,,37.58838,127.005951,서울교통공사,서울특별시 성북구 삼선교로 지하1(삼선동1가),02-6110-4191,2024-12-31
4135,한성백제,S1109,수도권  도시철도 9호선,Hanseong Baekje,汉城百济,일반역,,,37.516369,127.116211,서울시메트로9호선㈜,서울특별시 송파구 위례성대로 지하 51,02-2656-0935,
0209,한양대,S1102,2호선,Hanyang Univ.,漢陽大,일반역,,,37.555758,127.0436594,서울교통공사,서울특별시 성동구 왕십리로 206(행당동),02-6110-2091,2024-12-31
1024,한티역,I4105,분당선,Hanti,한티,일반역,,,37.496208,127.052883,한국철도공사,서울시 강남구 선릉로 지하 228,1588-7788,2025-04-08
103,합동청사역,S28M1,자기부상철도,Administration Complex Station,综合办公大楼站,일반역,,,37.440519,126.458654,인천광역시 인천국제공항공사,인천시 중구 공항로 271,032-741-8400,2023-06-01
0238,합정,S1102,2호선,Hapjeong,合井,환승역,S1106,수도권  도시철도 6호선,37.550025,126.914557,서울교통공사,서울특별시 마포구 양화로 지하55(서교동),02-6110-2381,2024-12-31
0622,합정,S1106,6호선,Hapjeong,合井,환승역,S1102,수도권  도시철도 2호선,37.549033,126.913546,서울교통공사,서울특별시 마포구 양화로 지하45(합정동),02-6311-6221,2024-12-31
0139,해안,S2701,대구 도시철도 1호선,Haean,解顔,일반역,,,35.883765,128.659079,대구교통공사,동구 동촌로 지하167 (방촌동),053-981-7775,2025-03-31
